"No.","Time","Source","Destination","Protocol","Length","Info"
"718","12.174261","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"719","12.187041","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"720","12.199841","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"721","12.213112","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"722","12.226976","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"723","12.239820","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"724","12.252658","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"725","12.266298","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"726","12.279095","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"727","12.291878","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"728","12.307217","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"729","12.320017","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"730","12.332817","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"731","12.345651","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"732","12.358459","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"733","12.372139","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"734","12.388379","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"735","12.401171","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"736","12.416682","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"737","12.443758","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"738","12.456657","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"739","12.482552","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"740","12.495407","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"741","12.508211","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"742","12.520987","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"743","12.547058","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"744","12.561988","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"745","12.587629","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"746","12.600432","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"747","12.613253","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"748","12.626037","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"749","12.638867","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"750","12.651650","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"751","12.664494","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"752","12.706556","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"753","12.721445","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"754","12.734245","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"755","12.747045","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"756","12.816984","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"757","12.829812","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"758","12.857558","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"759","12.883708","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"760","12.896578","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"761","12.909394","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"762","12.922140","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"763","12.934973","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"764","12.947834","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"765","12.976585","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"766","12.989449","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"767","13.002224","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"768","13.015050","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"769","13.040772","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"770","13.053548","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"771","13.066375","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"772","13.083490","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"773","13.096290","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"774","13.109095","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"775","13.124024","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"776","13.136848","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"777","13.164573","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"778","13.177411","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"779","13.205492","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"780","13.218784","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"781","13.231078","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"782","13.243913","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"783","13.256709","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"784","13.269509","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"785","13.312599","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"786","13.325400","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"787","13.338209","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"788","13.352834","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"789","13.365622","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"790","13.378486","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"791","13.392126","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"792","13.404972","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"793","13.417804","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"794","13.433521","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"795","13.446890","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"796","13.461989","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"797","13.474830","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"798","13.488476","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"799","13.501310","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"800","13.514093","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"801","13.526925","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"802","13.539735","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"803","13.565165","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"804","13.578105","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"805","13.590812","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"806","13.660901","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"807","13.673743","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"808","13.686621","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"809","13.700264","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"810","13.713067","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"811","13.751853","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"812","13.767071","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"813","13.779894","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"814","13.792714","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"815","13.819198","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"816","13.831985","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"817","13.844836","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"818","13.857632","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"819","13.870432","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"820","13.883273","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"821","13.909078","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"822","13.937524","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"823","13.967466","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"824","13.980286","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"825","13.993701","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"826","14.019997","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"827","14.032879","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"828","14.048035","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"829","14.060793","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"830","14.073614","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"831","14.086475","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"832","14.099316","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"833","14.125142","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"834","14.138002","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"835","14.150747","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"836","14.163626","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"837","14.179181","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"838","14.192028","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"839","14.204808","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"840","14.233439","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"841","14.246222","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"842","14.259040","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"843","14.273888","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"844","14.286696","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"845","14.340508","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"846","14.353354","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"847","14.366170","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"848","14.378969","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"849","14.431447","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"850","14.444413","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"851","14.486786","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"852","14.499597","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"853","14.528109","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"854","14.540863","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"855","14.553766","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"856","14.570335","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"857","14.583175","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"858","14.596020","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"859","14.622275","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"860","14.635051","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"861","14.647913","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"862","14.660716","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"863","14.673496","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"864","14.686300","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"865","14.702917","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"866","14.728484","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"867","14.741288","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"868","14.754146","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"869","14.766921","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"870","14.792361","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"871","14.807131","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"872","14.846003","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"873","14.858819","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"874","14.871701","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"875","14.897406","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"876","14.910244","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"877","14.923024","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"878","14.948373","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"879","14.961198","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"880","15.027202","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"881","15.040008","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"882","15.052848","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"883","15.094969","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"884","15.107916","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"885","15.151239","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"886","15.165147","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"887","15.183225","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"888","15.196042","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"889","15.224022","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"890","15.237268","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"891","15.252146","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"892","15.264932","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"893","15.279883","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"894","15.307613","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"895","15.336429","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"896","15.364793","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"897","15.377614","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"898","15.390434","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"899","15.403221","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"900","15.433565","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"901","15.446385","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"902","15.459155","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"903","15.471962","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"904","15.528444","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"905","15.551161","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"906","15.563971","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"907","15.576808","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"908","15.591679","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"909","15.604473","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"910","15.617231","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"911","15.630055","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"912","15.656244","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"913","15.672566","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"914","15.687483","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"915","15.713137","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"916","15.725936","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"917","15.755245","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"918","15.768073","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"919","15.780843","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"920","15.793643","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"921","15.806464","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"922","15.821885","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"923","15.834725","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"924","15.851192","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"925","15.878901","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"926","15.891722","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"927","15.904522","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"928","15.917321","192.168.1.126","10.0.0.2","UDP","1512","60164  >  5001 Len=1470"
"929","15.947206","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"930","15.975774","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"931","15.988612","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"932","16.015973","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"933","16.042626","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"934","16.056278","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"935","16.069099","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"936","16.081898","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"937","16.112148","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"938","16.124934","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"939","16.137809","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"940","16.151449","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"941","16.164269","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"942","16.177049","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"943","16.189868","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"944","16.215706","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"945","16.240978","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"946","16.266655","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"947","16.305590","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"948","16.318407","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"949","16.331205","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"950","16.344068","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"951","16.356828","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"952","16.372618","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"953","16.385418","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"954","16.398259","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"955","16.439219","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"956","16.452785","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"957","16.468290","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"958","16.481082","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"959","16.495704","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"960","16.508520","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"961","16.521341","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"962","16.534137","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"963","16.547002","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"964","16.559775","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"965","16.576913","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"966","16.589699","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"967","16.630761","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"968","16.643582","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"969","16.656417","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"970","16.669181","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"971","16.708933","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"972","16.734636","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"973","16.747457","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"974","16.762407","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"975","16.776066","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"976","16.788867","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"977","16.801666","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"978","16.829089","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"979","16.855898","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"980","16.884324","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"981","16.912176","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"982","16.924985","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"983","16.937867","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"984","16.963479","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"985","16.991922","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"986","17.004767","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"987","17.017590","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"988","17.030419","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"989","17.043164","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"990","17.056052","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"991","17.153554","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"992","17.168466","192.168.1.162","10.0.0.2","UDP","1512","43637  >  5001 Len=1470"
"993","17.196893","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"994","17.222623","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"995","17.248151","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"996","17.260814","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"997","17.273631","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"998","17.289315","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"999","17.302135","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"1000","17.314977","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1001","17.327838","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1002","17.340625","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1003","17.353412","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1004","17.366238","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"1005","17.382601","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"1006","17.408061","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1007","17.453538","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1008","17.466298","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1009","17.479139","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
"1010","17.494759","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1011","17.507618","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1012","17.521213","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1013","17.534013","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1014","17.546838","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1015","17.599894","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1016","17.612714","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1017","17.625658","192.168.1.215","10.0.0.2","UDP","1512","52935  >  5001 Len=1470"
"1018","17.638457","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1019","17.651237","192.168.1.128","10.0.0.2","UDP","1512","36041  >  5001 Len=1470"
"1020","17.664036","192.168.1.246","10.0.0.2","UDP","1512","32852  >  5001 Len=1470"
